שם הצעת החוק,מדרג,מספר חוק,ניקוד,קישור להצעת החוק,הסבר הדירוג,הערות אחרות,הגיע להצבעה?,עבר?,יוזם ראשון,חתומים,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"הצעת חוק המים (תיקון - הוספת נציג ציבור לעניין איכות הסביבה למועצת רשות המים), התשפ'א-2021",dup_laws_bot,פ\24\160,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157240,"נושא לא חשוב ראה חוק
פ/2003/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2142984",,0,0,מרב מיכאלי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מרב מיכאלי
"הצעת חוק דיני העבודה (תיקוני חקיקה), התשפ'א-2021",dup_laws_bot,פ\24\161,3,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156411,"מספר צעדים חשובים כדי להגביל את כח הההסתדרות לקבוע מדיניות במדינה: הגבלת שביתות לסכסוך עבודה בין העובדים לבין מעסיקם באופן שהמעסיק יכול להשפיע, מונע שביתות פוליטיות שתכליתן לסחוט מדיניות שמיטיבה עם ההסתדרות, אחריות לנזקים על ארגון העבודים במקרה של שביתה לא לגיטימית, שביתות אהדה רק בהסכמה של רוב העובדים, הגבלת שביתה שפוגעת בשירותים חיוניים באופן חריג, ראה חוק
פ/24/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085640",,0,0,מתן כהנא,ניר אורבך,עידית סילמן,אילת שקד,אביר קארה,עמיחי שיקלי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מתן כהנאניר אורבךעידית סילמןאילת שקדאביר קארהעמיחי שיקלי
"הצעת חוק לתיקון פקודת מס הכנסה (מיסוי תרומה מישות מדינית זרה), התשפ'א-2021",,פ\24\162,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156600,,,0,0,מכלוף מיקי זוהר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מכלוף מיקי זוהר
"הצעת חוק הגנת הצרכן (תיקון - איסור הפליית מחירים בשל מגדר), התשפ'א-2021",,פ\24\163,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156923,,,0,0,מרב מיכאלי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מרב מיכאלי
"הצעת חוק דמי מחלה (היעדרות בשל מחלת ילד) (תיקון - היעדרות בעקבות פגיעה בעבירת מין או אלימות חמורה), התשפ'א-2021",,פ\24\164,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156427,,,0,0,יפעת שאשא ביטון,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יפעת שאשא ביטון
"הצעת חוק לתיקון פקודת מס הכנסה (תלוש שכר לעצמאי), התשפ'א-2021",,פ\24\165,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156925,,,0,0,מרב מיכאלי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מרב מיכאלי
"הצעת חוק עבודת נשים (תיקון - תגמול לעובדת עצמאית שבן זוגה משרת במילואים), התשפ'א-2021",,פ\24\166,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156452,,,0,0,מתן כהנא,ניר אורבך,אילת שקד,אביר קארה,עידית סילמן,עמיחי שיקלי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מתן כהנאניר אורבךאילת שקדאביר קארהעידית סילמןעמיחי שיקלי
"הצעת חוק לעידוד השקעות הון (תיקון - תחומי אזורי פיתוח א'), התשפ'א-2021",,פ\24\167,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156457,,,0,0,קרן ברק,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,קרן ברק
"הצעת חוק להסדרת רעיית דבורים וייצור דבש, התשפ'א-2021",,פ\24\168,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156935,,,0,0,שרן מרים השכל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שרן מרים השכל
הצעת חוק-יסוד: שכר נושאי משרה ברשויות השלטון (תיקוני חקיקה),dup_laws_bot,פ\24\169,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156566,"נראה שינוי זניח לחוק קיים ראה חוק
פ/1019/22 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2083020",,0,0,שלמה קרעי,משה אבוטבול,ישראל אייכלר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שלמה קרעימשה אבוטבולישראל אייכלר
"הצעת חוק מכר סיטונאי חקלאי, התשפ'א-2021",dup_laws_bot,פ\24\170,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156936,"מוצעים פיצויים בחוק על הפרת הסכם בין חקלאי לסיטונאי. החוק כולל את המילים 'על אף האמור בכל הסכם מכר', דהיינו מבטל את מה שהוסכם בחוזה. פוגע בקדושת החוזים. ראה חוק
פ/140/22 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081672",,0,0,שרן מרים השכל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שרן מרים השכל
"הצעת חוק שכר נושאי משרה ברשויות השלטון, התשפ'א-2021",dup_laws_bot,פ\24\171,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157594,"חוק חיובי אם יוריד את השכר. פחות חיובי אם הוועדה תעלה את השכר. ראה חוק
פ/286/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2086035",,0,0,שלמה קרעי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0שלמה קרעי
"הצעת חוק להגדלת שיעור ההשתתפות בכוח העבודה ולצמצום פערים חברתיים (מענק עבודה) (תיקון - גיל העובד), התשפ'א-2021",dup_laws_bot,פ\24\172,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156955,"הוצבע על 0. ראה חוק
פ/73/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085821",,0,0,מיכאל מלכיאלי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מיכאל מלכיאלי
"הצעת חוק הביטוח לאומי (תיקון - ביטוח זכויות עצמאי שעיקר הכנסתו מעסק בהליכי חדלות פירעון), התשפ'א-2021",,פ\24\173,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156617,,,0,0,קרן ברק,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,קרן ברק
"הצעת חוק הביטוח הלאומי (תיקון - ביטול מבחן ההכנסה לצורך קבלת גמלת סיעוד), התשפ'א-2021",dup_laws_bot,פ\24\174,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156199,"ביטול התניית הזכאות לגמלת סיעוד במבחן הכנסה. ביטול של מלכודת עוני, עשוי להגדיל את הוצאות המדינה ראה חוק
פ/65/22 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081315",,0,0,חוה אתי עטייה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,חוה אתי עטייה
"הצעת חוק הפקדות וזכויות סוציאליות לעצמאים (תיקוני חקיקה), התשפ""א-2021",bignafcomp@gmail.com,פ/175/24,1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156460,דמי אבטלה לעצמאים באופן וולונטרי. הרבה יותר טוב מהחלופות האחרות שהוצעו. דמי האבלטה למי שבוחר להשתתף יהיו באופן של הוצאץ תלוש כך שזה שווה לשכירים. תיקון עיוות,,1,0,מכלוף מיקי זוהר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מכלוף מיקי זוהר
"הצעת חוק הביטוח הלאומי (תיקון - ביטול מבחן הכנסה לצורך קבלת גמלת סיעוד), התשפ'א-2021",dup_laws_bot,פ\24\176,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156618,"ביטול התניית הזכאות לגמלת סיעוד במבחן הכנסה. ביטול של מלכודת עוני, עשוי להגדיל את הוצאות המדינה ראה חוק פ/65/22 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081315 ראה חוק
פ/236/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085793",,0,0,קרן ברק,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,קרן ברק
"הצעת חוק לתיקון פקודת מס הכנסה (נקודות זיכוי לאפוטרופוס), התשפ'א-2021",,פ\24\177,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156470,,,0,0,יפעת שאשא ביטון,מירב בן ארי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יפעת שאשא ביטוןמירב בן ארי
"הצעת חוק המשתתף החופשי, התשפ'א-2021",dup_laws_bot,פ\24\178,-2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156621,"כופה על עצמאים שעובדים בעיקר אצל מעסיק אחד להפוך בעצם לשכירים. ראה חוק
פ/248/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085897",,0,0,ניצן הורוביץ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ניצן הורוביץ
"הצעת חוק הבנקאות (שירות ללקוח) (תיקון - הפחתת יוקר תשלומי הלוואה לדיור), התשפ'א-2021",dup_laws_bot,פ\24\179,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156255,"ראה חוק
פ/426/22 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081881",,0,0,שלמה קרעי,חוה אתי עטייה,משה אבוטבול,ישראל אייכלר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שלמה קרעיחוה אתי עטייהמשה אבוטבולישראל אייכלר
"הצעת חוק שוויון זכויות לאנשים עם מוגבלות (תיקון - מידע בדבר עמידת מעסיקים פרטיים גדולים ביעד הייצוג ההולם), התשפ'א-2021",dup_laws_bot,פ\24\180,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156626,"התערבות בהחלטות מעסיק פרטי שאינם מתפקיד הממשלה ראה חוק
פ/1506/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2141751",,0,0,משה ארבל,ינון אזולאי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,משה ארבלינון אזולאי
"הצעת חוק להגברת השקיפות בפעילותם של גופים פיננסיים (תיקוני חקיקה), התשפ'א-2021",dup_laws_bot,פ\24\181,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156315,"הגברת שקיפות ללא הגבלה על הבנקים על ידי מתן חופש פעולה לפרסום מידע על ידי המפקח על הבנקים ראה חוק
פ/1286/22 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2082848",,0,0,שלמה קרעי,משה אבוטבול,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שלמה קרעימשה אבוטבול
"הצעת חוק לתיקון פקודת הבנקאות (תקופת צינון למפקח על הבנקים), התשפ'א-2021",,פ\24\182,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156332,,,0,0,שלמה קרעי,משה אבוטבול,ישראל אייכלר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שלמה קרעימשה אבוטבולישראל אייכלר
הצעת חוק-יסוד: לימוד תורה,,פ\24\183,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157486,,,0,0,משה גפני,יעקב אשר,יצחק פינדרוס,אליהו ברוכי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,משה גפנייעקב אשריצחק פינדרוסאליהו ברוכי
"הצעת חוק חג המצות (איסורי חמץ) (תיקון - איסור מכירת חמץ גם שלא בפומבי), התשפ'א-2021",,פ\24\184,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156432,,,0,0,ינון אזולאי,משה ארבל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ינון אזולאימשה ארבל
"הצעת חוק חג המצות (איסורי חמץ) (תיקון - איסור הצגת חמץ בפסח בבתי חולים), התשפ'א-2021",,פ\24\185,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156478,,,0,0,ינון אזולאי,משה ארבל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ינון אזולאימשה ארבל
הצעת חוק-יסוד: הממשלה (תיקון - ביטול ממשלת חילופים),dup_laws_bot,פ\24\186,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156563,"undefined ראה חוק
פ/2305/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2148069",,0,0,שלמה קרעי,אופיר סופר,אורית סטרוק,ישראל אייכלר,משה אבוטבול,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שלמה קרעיאופיר סופראורית סטרוקישראל אייכלרמשה אבוטבול
הצעת חוק-יסוד: הממשלה (תיקון - ביטול ממשלת חילופים),dup_laws_bot,פ\24\187,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156963,"undefined ראה חוק
פ/2305/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2148069",,0,0,שמחה רוטמן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שמחה רוטמן
"הצעת חוק שלילת תקצוב מוסדות חינוך המפלים תלמידים ברישום אליהם (תיקוני חקיקה), התשפ'א-2021",dup_laws_bot,פ\24\188,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156059,"החוק כופה קבלה ללימודים של תלמידים, בניגוד לרצון בעלי בית הספר ולכן הנו בלתי ליברלי ראה חוק
פ/7/22 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081195",,0,0,מאיר כהן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מאיר כהן
הצעת חוק-יסוד: הממשלה (תיקון - סייג להטלת התפקיד להרכיב ממשלה),dup_laws_bot,פ\24\189,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156089,"לא קשור לליברליזם. קטגוריית ממשל. ראה חוק
פ/172/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085834",,0,0,אלי אבידר,אביגדור ליברמן,עודד פורר,יבגני סובה,יוליה מלינובסקי,חמד עמאר,אלכס קושניר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אלי אבידראביגדור ליברמןעודד פורריבגני סובהיוליה מלינובסקיחמד עמאראלכס קושניר
"הצעת חוק ביטוח בריאות ממלכתי (תיקון - קציבת מועדים לקבלת טיפול רפואי או פארא-רפואי), התשפ'א-2021",,פ\24\190,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156091,,,0,0,מאיר כהן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מאיר כהן
הצעת חוק-יסוד: כבוד האדם וחירותו (תיקון - פסקת התגברות),bignafcomp@gmail.com,פ/191/24,-2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156094,"פסקת התגברות על חו' חירות האדם. למרות שיש אלמנטים בעייתים בחוק היסוד הזה, ככללו הוא רציך לגבור על כל חקיקה זמנית נגד חירות הפרט. את פזקת ההתגברות בחוק חופש העיסוק כמובן יש לבטל כי הוא מאיין כיום את החוק.",,1,0,מיכאל מלכיאלי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מיכאל מלכיאלי
"הצעת חוק זכויות החולה (תיקון - איסור הפליה בשל מקום מגורים), התשפ'א-2021",dup_laws_bot,פ\24\192,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156114,"דירוג של הצעה קודמת דומה ראה חוק
פ/5/21 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2078601",,0,0,מאיר כהן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מאיר כהן
"הצעת חוק הסדרת העיסוק במקצועות הבריאות (תיקון - מתן תעודה במקצועות הבריאות לבעלי הכשרה מקצועית), התשפ'א-2021",dup_laws_bot,פ\24\193,1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156127,"הנמכת חומות הגילדה ב8 מקצועות בריאות. הוראת שעה, אז נמוך. ראה חוק
פ/1594/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2141765",,0,0,מיכאל מלכיאלי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מיכאל מלכיאלי
"הצעת חוק הרשות הלאומית למאבק בעוני, התשפ'א-2021",dup_laws_bot,פ\24\194,-2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156134,"החוק מציע להקים עוד רשות ענקית ומזיקה, שכמוה יש כבר לא מעט ראה חוק
פ/3/22 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081183",,1,0,משה ארבל,ינון אזולאי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,משה ארבלינון אזולאי
