שם הצעת החוק,מדרג,מספר חוק,ניקוד לחוק,קישור להצעה,הסבר הדירוג,הערות אחרות,הגיע להצבעה?,עבר?,יוזם ראשון,חתומים,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"הצעת חוק המועצה להשכלה גבוהה (תיקון - תנאי קבלה למוסד להשכלה גבוהה), התשפ'ג-2023",,פ\25\1158,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2197164,,,0,0,אחמד טיבי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אחמד טיבי
"הצעת חוק לתיקון סדרי המינהל (החלטות והנמקות) (תיקון - קיצור זמן המענה בפניות ציבור), התשפ'ג-2023",,פ\25\1159,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2197860,,,0,0,נעמה לזימי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,נעמה לזימי
"הצעת חוק הפחתת תוספות פיגור שנוספו על קנסות הנגבים בידי המרכז לגביית קנסות, אגרות והוצאות (הוראת שעה), התשפ'ג-2023",dup_laws_bot,פ\25\1160,1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2197174,"מדובר רק בחובות כלפי הממשלה, מקטין בהוראת שעה את תוספות הפיגורים. כנראה יעודד לשלם את החוב בזמן הוראת השעה. ראה חוק
פ/2321/24 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157319",,0,0,אחמד טיבי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אחמד טיבי
"הצעת חוק הביטוח הלאומי (תיקון - רכז תנועת נוער או ארגון נוער כעבודה מועדפת), התשפ'ג-2023",,פ\25\1161,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2197861,,,0,0,נעמה לזימי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,נעמה לזימי
"הצעת חוק לתיקון פקודת מס הכנסה (משיכה מקרן השתלמות) (הוראת שעה), התשפ'ג-2023",,פ\25\1162,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2197184,,,0,0,אחמד טיבי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אחמד טיבי
"הצעת חוק ביטוח בריאות ממלכתי (תיקון - זמינות שירותים רפואיים), התשפ'ג-2023",,פ\25\1163,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2197862,,,0,0,נעמה לזימי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,נעמה לזימי
"הצעת חוק הכשרות המשפטית והאפוטרופסות (תיקון - מניעת פגיעה בקטין על ידי חשיפתו להורה אלים), התשפ'ג-2023",,פ\25\1164,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2197865,,,0,0,נעמה לזימי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,נעמה לזימי
"הצעת חוק לתיקון פקודת מס הכנסה (נקודות זיכוי לאפוטרופוס), התשפ'ג-2023",,פ\25\1165,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2198025,,,0,0,נעמה לזימי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,נעמה לזימי
"הצעת חוק פיצוי מפונים בני רשות, התשפ'ג-2023",,פ\25\1166,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2198026,,,0,0,נעמה לזימי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,נעמה לזימי
"הצעת חוק המועצה להשכלה גבוהה (תיקון - הקמת מוסדות להשכלה גבוהה בפריפריה), התשפ'ג-2023",,פ\25\1167,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2197189,,,0,0,אחמד טיבי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אחמד טיבי
"הצעת חוק הרשויות המקומיות (בחירת ראש הרשות וסגניו וכהונתם) (תיקון - הגבלת כהונה שלישית לראש רשות), התשפ'ג-2023",,פ\25\1168,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2198028,,,0,0,נעמה לזימי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,נעמה לזימי
"הצעת חוק ההוצאה לפועל (תיקון - השהיית הליך ואי-נקיטתו כלפי שוהות במקלטים לנשים מוכות), התשפ'ג-2023",,פ\25\1169,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2198029,,,0,0,נעמה לזימי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,נעמה לזימי
"הצעת חוק משק החשמל (תיקון - פיצוי והחזר בעבור ניתוק ממושך מחשמל), התשפ'ג-2023",,פ\25\1170,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2197211,,,0,0,אחמד טיבי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אחמד טיבי
"הצעת חוק להנצחה, מחקר ותיעוד של פרשת ילדי תימן, המזרח והבלקן, התשפ'ג-2023",,פ\25\1171,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2197866,,,0,0,נעמה לזימי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,נעמה לזימי
"הצעת חוק הביטוח הלאומי (תיקון - זכאות להטבות לקטועי ידיים על פי הסכם הניידות), התשפ'ג-2023",,פ\25\1172,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2198170,,,1,0,איימן עודה,עאידה תומא סלימאן,יוסף עטאונה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,איימן עודהעאידה תומא סלימאןיוסף עטאונה
"הצעת חוק הביטוח הלאומי (תיקון - השוואת קצבת אזרח ותיק וקצבת נכות לשכר מינימום), התשפ'ג-2023",,פ\25\1173,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2198174,,,0,0,איימן עודה,עאידה תומא סלימאן,עופר כסיף,יוסף עטאונה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,איימן עודהעאידה תומא סלימאןעופר כסיףיוסף עטאונה
"הצעת חוק העונשין (תיקון - חילוט בעבירות החזקת נשק בלתי חוקי ללא אישום או הרשעה), התשפ'ג-2023",,פ\25\1174,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2197938,,,1,0,חנוך דב מלביצקי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,חנוך דב מלביצקי
"הצעת חוק מס ערך מוסף (תיקון - עוסק פטור חדש), התשפ'ג-2023",,פ\25\1175,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2198526,,,0,0,חנוך דב מלביצקי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,חנוך דב מלביצקי
הצעת חוק-יסוד: הכנסת (תיקון - הרחבת העילות למניעת השתתפות בבחירות),dup_laws_bot,פ\25\1176,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2197177,"חסר משמעות ליברלית ראה חוק
פ/229/24 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156159",,0,0,אופיר כץ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אופיר כץ
"הצעת חוק דמי מחלה (היעדרות בשל מחלת ילד) (תיקון - היעדרות בעקבות תקיפה או התעללות בילד), התשפ'ג-2023",dup_laws_bot,פ\25\1177,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2197204,"ההצעה היא להרחיב את ימי ההעידרות בשל מחלת ילד (על חשבון המעסיק) במקרים בהם ילד עבר התעללות הדורשת שיקום ארוך. מדובר במקרים נדירים ולכן למרות שיש פה הגדלה של ההוצאה הציבורית היא קטנהו לכן הדירוג השלילי הוא נמוך. ראה חוק
פ/279/24 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156084",,0,0,אופיר כץ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אופיר כץ
"הצעת חוק שיפוט בתי דין דתיים (בוררות), התשפ'ג-2023",dup_laws_bot,פ\25\1178,2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2197901,"מאפשר בוררות בהסכמת הצדדים. חיובי מאד. ראה חוק
פ/1468/24 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156848",,1,0,משה גפני,אורי מקלב,יעקב אשר,ינון אזולאי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,משה גפניאורי מקלביעקב אשרינון אזולאי
"הצעת חוק חינוך ממלכתי (תיקון - איסור תמיכה בטרור), התשפ'ג-2023",,פ\25\1179,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2196864,,,0,0,שרן מרים השכל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שרן מרים השכל
"הצעת חוק לתיקון פקודת בריאות העם (הגבלת תקופת כהונה של מנהלי מחלקות בבתי חולים ציבוריים), התשפ'ג-2023",,פ\25\1180,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2198307,,,0,0,אחמד טיבי,איימן עודה,עופר כסיף,יוסף עטאונה,עאידה תומא סלימאן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אחמד טיביאיימן עודהעופר כסיףיוסף עטאונהעאידה תומא סלימאן
"הצעת חוק העונשין (תיקון - עונש מוות למחבלים), התשפ'ג-2023",dup_laws_bot,פ\25\1181,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2196873,"תפקיד המדינה להעניש מי שנוטל חיים. אין אמירה ליברלית לגבי צורת הענישה. ראה חוק
פ/2649/24 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158530",,0,0,שרן מרים השכל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שרן מרים השכל
"הצעת חוק הדיינים (תיקון - מינוי דיין עמית בבית הדין הרבני הגדול), התשפ'ג-2023",,פ\25\1182,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2197902,,,0,0,משה גפני,אורי מקלב,יעקב אשר,ניסים ואטורי,ינון אזולאי,אברהם בצלאל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,משה גפניאורי מקלביעקב אשרניסים ואטוריינון אזולאיאברהם בצלאל
"הצעת חוק הגבלת השימוש ורישום פעולות בחלקי רכב משומשים (מניעת גניבות) (תיקון - ביטול האיסור על תיקון בשטחי האחריות האזרחית הפלסטינית), התשפ'ג-2023",,פ\25\1183,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2197941,,,0,0,אחמד טיבי,עאידה תומא סלימאן,איימן עודה,עופר כסיף,יוסף עטאונה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אחמד טיביעאידה תומא סלימאןאיימן עודהעופר כסיףיוסף עטאונה
הצעת חוק-יסוד: הכנסת (תיקון - ביטול סעיפים 7א ו-42א(ג)),,פ\25\1184,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2196936,,,0,0,שרן מרים השכל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שרן מרים השכל
"הצעת חוק תשלום פיצויים בשל נזקי אסון טבע, התשפ'ג-2023",,פ\25\1185,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2198046,,,0,0,משה גפני,אורי מקלב,יעקב אשר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,משה גפניאורי מקלביעקב אשר
"הצעת חוק העונשין (תיקון - הפחתת ריבית פיגורים בשל אי תשלום קנס), התשפ'ג-2023",,פ\25\1186,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2197219,,,0,0,אחמד טיבי,עאידה תומא סלימאן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אחמד טיביעאידה תומא סלימאן
"הצעת חוק כביש אגרה (כביש ארצי לישראל) (תיקון - הפחתת ריבית פיגורים על חוב חלוט), התשפ'ג-2023",,פ\25\1187,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2197616,,,0,0,אימאן ח'טיב יאסין,מנסור עבאס,ווליד טאהא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אימאן ח'טיב יאסיןמנסור עבאסווליד טאהא
"הצעת חוק לתיקון פקודת התעבורה (הסדרי תנועה בקרבת בית ספר), התשפ'ג-2023",,פ\25\1188,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2197482,,,0,0,אימאן ח'טיב יאסין,מנסור עבאס,ווליד טאהא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אימאן ח'טיב יאסיןמנסור עבאסווליד טאהא
"הצעת חוק משק החשמל (תיקון - איסור ניתוק חשמל), התשפ'ג-2023",,פ\25\1189,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2197613,,,0,0,אימאן ח'טיב יאסין,מנסור עבאס,ווליד טאהא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אימאן ח'טיב יאסיןמנסור עבאסווליד טאהא
"הצעת חוק לתיקון סדרי הדין (חקירת עדים) (תיקון - מתן עדות שלא בפני הנאשם בעבירת נטילת דמי חסות), התשפ'ג-2023",,פ\25\1190,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2197392,,,0,0,שרן מרים השכל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שרן מרים השכל
"הצעת חוק מדד לזכות לקיום אנושי בכבוד, התשפ'ג-2023",,פ\25\1191,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2197086,,,0,0,עאידה תומא סלימאן,יוסף עטאונה,עופר כסיף,איימן עודה,אחמד טיבי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עאידה תומא סלימאןיוסף עטאונהעופר כסיףאיימן עודהאחמד טיבי
"הצעת חוק האקלים, התשפ'ג-2023",dup_laws_bot,פ\25\1192,-2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2197947,"אף אם נסכים שמדובר בהחצנות שליליות, יעדים נוקשים הם לא הפתרון אלא תמחור ההחצנה. ההצעה הזו כוללת: יעדים גרנדיוזיים (2030 75% מהכמות של 2015, 2050 15%) לצמצום פליטות. כולל הסמכת השר להגיש תכנית אופרטיבית לצמצום. אמצעים כאלה עשויים לכלול קביעת סטנדרטים מחייבים להתייעלות אנרגטית וצמצום פליטות במבנים ובתשתיות, מתן תמריצים לייעול השימוש במשאבים ולהפחתת פליטות בתעשייה, הקמת תשתיות לחשמול תחבורה ולמיון ומחזור פסולת, יישום כלי סיוע לפיתוח טכנולוגיות נקיות, ואף יצירת בסיסי ידע ונתונים והנגשתם לקהלים רלוונטיים. כל משרד ממשלתי יצטרך ליצור תכנית להתמודדות. וועדה מייעצת שתעלה כסף למשלמי המיסים. ועדת מומחים באקדמיה הלאומית. יש סעיף של תמחור ההחצנות של פחמן, הסעיף הלגיטימי היחיד. ראה חוק
פ/2126/24 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161100",,0,0,אחמד טיבי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אחמד טיבי
"הצעת חוק חברון ובנותיה, התשפ'ג-2023",,פ\25\1193,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2197060,,,0,0,שרן מרים השכל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שרן מרים השכל
"הצעת חוק שכר לחיילים בשירות סדיר, התשפ'ג-2023",,פ\25\1194,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2198044,,,0,0,אלי דלל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אלי דלל
"הצעת חוק הפסקת היריון, התשפ'ג-2023",,פ\25\1195,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2197558,,,0,0,עאידה תומא סלימאן,יוסף עטאונה,עופר כסיף,איימן עודה,אחמד טיבי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עאידה תומא סלימאןיוסף עטאונהעופר כסיףאיימן עודהאחמד טיבי
"הצעת חוק מחלות יתומות, התשפ'ג-2023",,פ\25\1196,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2198254,,,0,0,אחמד טיבי,איימן עודה,עופר כסיף,יוסף עטאונה,עאידה תומא סלימאן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אחמד טיביאיימן עודהעופר כסיףיוסף עטאונהעאידה תומא סלימאן
